Student,Date,Day,Hour,Traffic_Level,Predicted_FreeSpot_%
Student 500,2025-11-01,Saturday,17:15,Low,70.09
Student 501,2025-12-07,Sunday,8:30,High,14.91
Student 502,2025-09-15,Monday,14:45,Low,78.92
Student 503,2025-03-19,Wednesday,17:00,Low,75.88
Student 504,2025-10-26,Sunday,18:00,Low,91.45
Student 505,2025-05-23,Friday,15:30,Low,76.23
Student 506,2025-10-17,Friday,10:15,Low,99.53
Student 507,2025-07-03,Thursday,13:00,Low,77.68
Student 508,2025-07-30,Wednesday,18:30,Low,93.35
Student 509,2025-07-24,Thursday,18:45,Low,76.81
Student 510,2025-09-11,Thursday,15:30,Low,87.33
Student 511,2025-04-12,Saturday,9:30,Low,85.05
Student 512,2025-02-22,Saturday,12:30,Low,84.81
Student 513,2025-10-11,Saturday,14:15,Low,81.96
Student 514,2025-07-24,Thursday,9:30,Low,87.46
Student 515,2025-01-02,Thursday,16:30,Low,90.7
Student 516,2025-04-19,Saturday,11:00,Low,98.79
Student 517,2025-01-05,Sunday,8:00,Low,91.46
Student 518,2025-03-29,Saturday,16:15,Low,77.37
Student 519,2025-11-26,Wednesday,16:30,Low,83.92
Student 520,2025-06-16,Monday,11:30,High,29.92
Student 521,2025-06-30,Monday,10:30,Medium,66.35
Student 522,2025-09-24,Wednesday,16:45,Low,97.81
Student 523,2025-12-08,Monday,17:30,Low,76.03
Student 524,2025-05-22,Thursday,9:30,Low,95.52
Student 525,2025-09-26,Friday,12:15,Low,75.42
Student 526,2025-05-12,Monday,15:30,Low,95.0
Student 527,2025-05-18,Sunday,9:45,Low,90.01
Student 528,2025-04-08,Tuesday,16:45,Low,74.05
Student 529,2025-06-22,Sunday,18:15,Low,79.07
Student 530,2025-01-29,Wednesday,13:45,Low,78.6
Student 531,2025-12-12,Friday,11:15,Low,72.47
Student 532,2025-11-26,Wednesday,9:15,High,22.65
Student 533,2025-08-28,Thursday,12:15,Low,90.79
Student 534,2025-10-19,Sunday,15:00,Low,78.32
Student 535,2025-09-01,Monday,14:15,Low,87.74
Student 536,2025-12-06,Saturday,18:30,Low,71.86
Student 537,2025-06-29,Sunday,17:30,Low,93.8
Student 538,2025-05-28,Wednesday,17:30,Low,84.25
Student 539,2025-09-22,Monday,17:15,Low,78.32
Student 540,2025-10-08,Wednesday,9:15,Medium,44.97
Student 541,2025-04-01,Tuesday,14:15,Low,87.95
Student 542,2025-06-28,Saturday,16:00,Low,72.19
Student 543,2025-05-29,Thursday,17:15,Low,97.14
Student 544,2025-12-19,Friday,12:45,Low,78.54
Student 545,2025-02-09,Sunday,15:30,Low,86.03
Student 546,2025-06-16,Monday,11:45,High,10.48
Student 547,2025-04-06,Sunday,17:15,Low,95.76
Student 548,2025-05-31,Saturday,10:45,Low,85.38
Student 549,2025-12-23,Tuesday,18:15,Low,82.12
Student 550,2025-10-23,Thursday,16:30,Low,72.77
Student 551,2025-07-13,Sunday,9:45,Low,73.07
Student 552,2025-09-25,Thursday,10:15,Low,82.93
Student 553,2025-06-19,Thursday,15:00,Low,73.21
Student 554,2025-01-11,Saturday,12:30,Low,97.77
Student 555,2025-02-27,Thursday,17:00,Low,93.28
Student 556,2025-04-05,Saturday,17:15,Low,76.09
Student 557,2025-11-25,Tuesday,14:45,Low,98.67
Student 558,2025-07-27,Sunday,16:15,Low,76.23
Student 559,2025-02-11,Tuesday,12:00,High,27.39
Student 560,2025-01-02,Thursday,9:15,Low,91.64
Student 561,2025-05-08,Thursday,9:00,Low,80.3
Student 562,2025-08-21,Thursday,17:15,Low,73.16
Student 563,2025-10-06,Monday,9:00,Medium,63.68
Student 564,2025-11-15,Saturday,13:00,Low,91.87
Student 565,2025-12-06,Saturday,12:15,Low,82.12
Student 566,2025-07-05,Saturday,11:45,Low,89.58
Student 567,2025-01-06,Monday,15:00,Low,71.18
Student 568,2025-03-21,Friday,13:15,Low,70.55
Student 569,2025-04-11,Friday,12:45,Low,79.79
Student 570,2025-03-06,Thursday,10:30,Medium,53.1
Student 571,2025-08-07,Thursday,17:15,Low,95.76
Student 572,2025-06-12,Thursday,16:45,Low,76.9
Student 573,2025-10-25,Saturday,17:15,Low,70.89
Student 574,2025-10-08,Wednesday,10:30,Medium,60.41
Student 575,2025-09-06,Saturday,9:00,Low,91.87
Student 576,2025-10-05,Sunday,8:30,Medium,65.42
Student 577,2025-11-23,Sunday,17:45,Low,78.4
Student 578,2025-08-30,Saturday,11:15,Low,91.66
Student 579,2025-03-25,Tuesday,17:45,Low,83.36
Student 580,2025-09-02,Tuesday,16:00,Low,72.66
Student 581,2025-04-21,Monday,15:30,Low,98.11
Student 582,2025-12-29,Monday,16:00,Low,81.19
Student 583,2025-01-09,Thursday,13:00,Low,77.51
Student 584,2025-02-20,Thursday,8:30,Low,75.64
Student 585,2025-03-08,Saturday,18:30,Low,92.78
Student 586,2025-01-23,Thursday,16:15,Low,90.36
Student 587,2025-08-14,Thursday,8:15,Low,72.6
Student 588,2025-09-28,Sunday,10:45,Low,83.73
Student 589,2025-08-03,Sunday,13:30,Low,77.02
Student 590,2025-04-12,Saturday,8:45,Low,81.11
Student 591,2025-07-26,Saturday,11:30,Low,91.61
Student 592,2025-01-15,Wednesday,13:45,Low,86.77
Student 593,2025-09-26,Friday,13:30,Low,85.07
Student 594,2025-06-22,Sunday,8:30,Medium,61.13
Student 595,2025-03-24,Monday,16:45,Low,72.56
Student 596,2025-03-30,Sunday,9:30,Medium,57.88
Student 597,2025-11-20,Thursday,9:00,Low,87.27
Student 598,2025-05-02,Friday,13:45,Low,80.67
Student 599,2025-03-27,Thursday,10:15,Medium,49.57
Student 600,2025-07-19,Saturday,11:15,Low,70.84
Student 601,2025-08-31,Sunday,12:45,Low,86.59
Student 602,2025-10-11,Saturday,14:00,Low,76.96
Student 603,2025-06-02,Monday,9:30,High,37.87
Student 604,2025-06-21,Saturday,14:30,Low,83.04
Student 605,2025-11-02,Sunday,11:30,High,13.81
Student 606,2025-09-05,Friday,11:15,Low,78.72
Student 607,2025-02-02,Sunday,9:00,High,11.44
Student 608,2025-10-31,Friday,11:30,Low,96.93
Student 609,2025-05-25,Sunday,16:00,Low,76.86
Student 610,2025-04-30,Wednesday,14:45,Low,78.48
Student 611,2025-11-13,Thursday,18:45,Low,80.64
Student 612,2025-06-17,Tuesday,14:30,Low,92.6
Student 613,2025-06-14,Saturday,15:45,Low,79.77
Student 614,2025-09-28,Sunday,13:15,Low,87.79
Student 615,2025-05-11,Sunday,16:30,Low,77.15
Student 616,2025-06-25,Wednesday,12:00,Medium,58.97
Student 617,2025-04-18,Friday,13:45,Low,99.31
Student 618,2025-08-28,Thursday,12:00,Low,70.56
Student 619,2025-09-01,Monday,9:45,High,34.15
Student 620,2025-10-25,Saturday,13:15,Low,86.15
Student 621,2025-06-19,Thursday,10:45,Low,98.08
Student 622,2025-08-28,Thursday,14:15,Low,74.95
Student 623,2025-11-21,Friday,16:30,Low,72.8
Student 624,2025-03-29,Saturday,12:15,Low,76.58
Student 625,2025-12-17,Wednesday,13:00,Low,70.82
Student 626,2025-04-08,Tuesday,16:30,Low,73.38
Student 627,2025-03-18,Tuesday,17:30,Low,93.02
Student 628,2025-10-05,Sunday,12:30,Medium,62.74
Student 629,2025-02-21,Friday,11:30,Low,79.6
Student 630,2025-10-23,Thursday,16:45,Low,89.84
Student 631,2025-08-27,Wednesday,16:30,Low,81.24
Student 632,2025-11-25,Tuesday,16:15,Low,87.15
Student 633,2025-02-08,Saturday,16:00,Low,73.15
Student 634,2025-12-28,Sunday,10:15,Low,87.11
Student 635,2025-09-25,Thursday,11:45,Medium,61.95
Student 636,2025-05-09,Friday,13:00,Low,91.55
Student 637,2025-11-30,Sunday,16:30,Low,93.13
Student 638,2025-09-25,Thursday,16:15,Low,93.04
Student 639,2025-10-23,Thursday,9:15,Medium,57.21
Student 640,2025-02-17,Monday,13:15,Low,75.39
Student 641,2025-08-16,Saturday,12:45,Low,92.05
Student 642,2025-08-10,Sunday,12:15,Low,91.49
Student 643,2025-04-23,Wednesday,9:30,High,23.07
Student 644,2025-03-25,Tuesday,13:45,Medium,50.83
Student 645,2025-01-08,Wednesday,16:00,Low,78.76
Student 646,2025-05-06,Tuesday,18:30,Low,97.07
Student 647,2025-10-22,Wednesday,16:45,Low,73.23
Student 648,2025-04-03,Thursday,9:45,Low,86.41
Student 649,2025-05-22,Thursday,14:30,Low,76.01
Student 650,2025-10-05,Sunday,13:00,Medium,69.46
Student 651,2025-12-12,Friday,12:15,Low,80.48
Student 652,2025-02-20,Thursday,13:15,Medium,62.24
Student 653,2025-09-23,Tuesday,11:45,Low,96.1
Student 654,2025-07-10,Thursday,11:30,Low,73.05
Student 655,2025-11-02,Sunday,12:00,High,13.25
Student 656,2025-07-02,Wednesday,15:00,Low,98.27
Student 657,2025-08-04,Monday,14:15,Low,93.62
Student 658,2025-07-18,Friday,16:15,Low,82.89
Student 659,2025-09-27,Saturday,18:30,Low,92.78
Student 660,2025-02-25,Tuesday,18:45,Low,89.5
Student 661,2025-06-11,Wednesday,16:45,Low,85.04
Student 662,2025-01-16,Thursday,8:30,Low,86.06
Student 663,2025-08-21,Thursday,17:45,Low,93.22
Student 664,2025-03-09,Sunday,17:30,Low,78.9
Student 665,2025-06-20,Friday,10:30,Low,80.37
Student 666,2025-04-12,Saturday,10:00,Low,94.49
Student 667,2025-07-04,Friday,14:15,Low,87.85
Student 668,2025-05-20,Tuesday,17:00,Low,99.8
Student 669,2025-05-20,Tuesday,11:15,Low,94.59
Student 670,2025-09-25,Thursday,10:00,Low,98.55
Student 671,2025-03-20,Thursday,14:30,Medium,51.63
Student 672,2025-11-24,Monday,12:45,High,23.75
Student 673,2025-04-25,Friday,11:30,Low,82.2
Student 674,2025-07-08,Tuesday,13:15,Low,98.64
Student 675,2025-04-23,Wednesday,11:45,High,37.19
Student 676,2025-11-13,Thursday,14:45,Low,98.49
Student 677,2025-09-28,Sunday,13:45,Low,81.96
Student 678,2025-07-05,Saturday,13:30,Low,74.18
Student 679,2025-10-29,Wednesday,14:45,Medium,49.02
Student 680,2025-09-23,Tuesday,16:30,Low,91.66
Student 681,2025-04-01,Tuesday,10:45,High,23.95
Student 682,2025-11-10,Monday,16:00,Low,80.1
Student 683,2025-05-10,Saturday,14:00,Low,88.18
Student 684,2025-07-27,Sunday,15:45,Low,76.1
Student 685,2025-01-15,Wednesday,14:00,Low,79.72
Student 686,2025-03-22,Saturday,16:15,Low,96.74
Student 687,2025-01-10,Friday,16:30,Low,83.68
Student 688,2025-12-04,Thursday,17:15,Low,86.35
Student 689,2025-09-21,Sunday,8:45,Low,80.24
Student 690,2025-08-27,Wednesday,18:15,Low,75.99
Student 691,2025-08-04,Monday,9:00,Low,71.29
Student 692,2025-09-11,Thursday,16:15,Low,82.22
Student 693,2025-12-01,Monday,10:45,High,14.8
Student 694,2025-02-25,Tuesday,17:45,Low,98.4
Student 695,2025-03-12,Wednesday,14:30,Medium,56.28
Student 696,2025-01-18,Saturday,9:00,Low,89.93
Student 697,2025-11-25,Tuesday,13:00,Low,70.39
Student 698,2025-12-02,Tuesday,8:15,High,36.34
Student 699,2025-01-02,Thursday,15:30,Low,86.3
Student 700,2025-06-17,Tuesday,11:45,High,33.01
Student 701,2025-04-04,Friday,15:45,Low,72.76
Student 702,2025-04-19,Saturday,11:30,Low,80.95
Student 703,2025-09-12,Friday,11:45,Low,81.44
Student 704,2025-07-06,Sunday,16:45,Low,79.73
Student 705,2025-06-05,Thursday,12:45,Medium,47.21
Student 706,2025-10-22,Wednesday,16:15,Low,77.1
Student 707,2025-11-11,Tuesday,17:15,Low,92.73
Student 708,2025-01-30,Thursday,15:45,Low,75.55
Student 709,2025-12-03,Wednesday,14:00,Low,71.32
Student 710,2025-11-06,Thursday,9:00,Low,78.75
Student 711,2025-12-08,Monday,9:00,High,32.44
Student 712,2025-03-05,Wednesday,16:15,Low,93.42
Student 713,2025-02-08,Saturday,11:00,Low,74.31
Student 714,2025-01-10,Friday,12:30,Low,84.64
Student 715,2025-12-13,Saturday,10:45,Low,98.88
Student 716,2025-08-23,Saturday,12:30,Low,94.92
Student 717,2025-01-13,Monday,13:00,Low,91.73
Student 718,2025-08-30,Saturday,9:30,Low,70.44
Student 719,2025-11-30,Sunday,14:30,Low,75.6
Student 720,2025-12-21,Sunday,11:30,Low,74.64
Student 721,2025-07-24,Thursday,14:00,Low,77.8
Student 722,2025-07-15,Tuesday,18:45,Low,98.99
Student 723,2025-02-23,Sunday,14:30,Low,79.2
Student 724,2025-02-14,Friday,11:00,Low,70.67
Student 725,2025-11-06,Thursday,17:30,Low,90.95
Student 726,2025-07-26,Saturday,14:45,Low,92.48
Student 727,2025-01-20,Monday,17:15,Low,77.55
Student 728,2025-08-15,Friday,11:30,Low,93.21
Student 729,2025-12-02,Tuesday,18:00,Low,93.09
Student 730,2025-07-12,Saturday,17:15,Low,77.73
Student 731,2025-03-24,Monday,11:15,Medium,60.51
Student 732,2025-04-29,Tuesday,13:00,Low,88.1
Student 733,2025-03-12,Wednesday,17:15,Low,70.73
Student 734,2025-04-08,Tuesday,11:15,High,16.58
Student 735,2025-09-27,Saturday,16:45,Low,79.94
Student 736,2025-10-27,Monday,18:30,Low,86.67
Student 737,2025-06-10,Tuesday,8:15,High,27.2
Student 738,2025-10-17,Friday,15:15,Low,99.08
Student 739,2025-12-06,Saturday,18:45,Low,79.29
Student 740,2025-05-18,Sunday,18:30,Low,75.78
Student 741,2025-10-16,Thursday,11:45,Medium,53.92
Student 742,2025-06-20,Friday,12:15,Low,72.92
Student 743,2025-08-08,Friday,17:15,Low,99.38
Student 744,2025-01-29,Wednesday,15:30,Low,74.07
Student 745,2025-08-10,Sunday,16:30,Low,90.01
Student 746,2025-02-10,Monday,18:15,Low,85.95
Student 747,2025-10-04,Saturday,11:45,Low,70.98
Student 748,2025-10-15,Wednesday,8:45,Medium,52.21
Student 749,2025-04-25,Friday,9:15,Low,97.53
Student 750,2025-09-14,Sunday,11:30,High,14.57
Student 751,2025-01-23,Thursday,8:15,Low,78.94
Student 752,2025-07-14,Monday,8:30,Low,93.41
Student 753,2025-01-06,Monday,11:30,Low,76.05
Student 754,2025-10-05,Sunday,9:30,Medium,44.12
Student 755,2025-11-03,Monday,14:45,Low,84.4
Student 756,2025-02-11,Tuesday,16:30,Low,82.63
Student 757,2025-09-15,Monday,16:30,Low,79.28
Student 758,2025-05-13,Tuesday,9:15,Low,71.01
Student 759,2025-03-13,Thursday,17:15,Low,90.64
Student 760,2025-09-21,Sunday,12:00,Low,70.74
Student 761,2025-05-14,Wednesday,16:45,Low,97.56
Student 762,2025-09-25,Thursday,15:30,Low,73.62
Student 763,2025-01-03,Friday,10:00,Low,97.27
Student 764,2025-05-27,Tuesday,11:00,Low,86.19
Student 765,2025-04-08,Tuesday,9:00,High,32.24
Student 766,2025-02-16,Sunday,11:30,High,33.16
Student 767,2025-02-06,Thursday,8:15,Low,81.95
Student 768,2025-03-18,Tuesday,9:15,Medium,59.28
Student 769,2025-05-15,Thursday,9:30,Low,82.85
Student 770,2025-06-25,Wednesday,13:30,Medium,57.55
Student 771,2025-02-15,Saturday,14:30,Low,80.8
Student 772,2025-10-29,Wednesday,16:45,Low,72.93
Student 773,2025-06-12,Thursday,14:15,Low,83.44
Student 774,2025-10-24,Friday,14:00,Low,82.82
Student 775,2025-12-03,Wednesday,18:15,Low,81.26
Student 776,2025-12-26,Friday,8:00,Low,98.54
Student 777,2025-02-04,Tuesday,15:30,Low,78.84
Student 778,2025-01-21,Tuesday,17:45,Low,81.42
Student 779,2025-10-16,Thursday,11:30,Medium,67.15
Student 780,2025-12-28,Sunday,13:15,Low,90.34
Student 781,2025-09-26,Friday,8:30,Low,86.76
Student 782,2025-06-09,Monday,13:45,Low,86.55
Student 783,2025-11-11,Tuesday,16:00,Low,83.7
Student 784,2025-07-07,Monday,9:15,Low,77.52
Student 785,2025-12-24,Wednesday,13:15,Low,87.62
Student 786,2025-12-16,Tuesday,9:45,High,10.2
Student 787,2025-01-26,Sunday,13:45,Low,79.38
Student 788,2025-01-24,Friday,16:30,Low,71.36
Student 789,2025-09-20,Saturday,8:00,Low,80.89
Student 790,2025-10-26,Sunday,13:30,Medium,60.21
Student 791,2025-02-27,Thursday,18:15,Low,77.27
Student 792,2025-02-07,Friday,12:45,Low,97.92
Student 793,2025-04-17,Thursday,8:30,Low,88.76
Student 794,2025-06-06,Friday,17:15,Low,91.87
Student 795,2025-05-02,Friday,18:30,Low,89.6
Student 796,2025-07-27,Sunday,15:15,Low,90.03
Student 797,2025-03-05,Wednesday,15:00,Low,82.9
Student 798,2025-04-02,Wednesday,17:45,Low,98.37
Student 799,2025-12-24,Wednesday,14:00,Low,81.09
Student 800,2025-08-10,Sunday,14:45,Low,95.62
Student 801,2025-07-31,Thursday,14:00,Low,81.71
Student 802,2025-08-07,Thursday,18:45,Low,92.2
Student 803,2025-04-08,Tuesday,12:15,High,37.56
Student 804,2025-01-05,Sunday,18:15,Low,87.89
Student 805,2025-03-16,Sunday,18:15,Low,70.41
Student 806,2025-07-13,Sunday,15:45,Low,81.24
Student 807,2025-01-18,Saturday,13:45,Low,98.77
Student 808,2025-07-22,Tuesday,9:45,Low,71.87
Student 809,2025-08-24,Sunday,13:00,Low,74.08
Student 810,2025-01-18,Saturday,14:00,Low,84.36
Student 811,2025-09-05,Friday,9:15,Low,81.42
Student 812,2025-05-01,Thursday,18:00,Low,83.9
Student 813,2025-12-23,Tuesday,14:00,Low,85.46
Student 814,2025-05-07,Wednesday,14:30,Low,74.02
Student 815,2025-05-04,Sunday,10:00,Low,89.87
Student 816,2025-10-21,Tuesday,14:00,Medium,43.47
Student 817,2025-09-28,Sunday,9:15,Low,87.88
Student 818,2025-01-09,Thursday,18:00,Low,94.36
Student 819,2025-06-05,Thursday,9:30,Low,88.97
Student 820,2025-05-19,Monday,9:45,Low,85.55
Student 821,2025-05-09,Friday,8:45,Low,95.31
Student 822,2025-12-22,Monday,11:15,Low,74.59
Student 823,2025-08-27,Wednesday,17:45,Low,98.18
Student 824,2025-08-01,Friday,13:15,Low,92.46
Student 825,2025-04-23,Wednesday,18:30,Low,95.02
Student 826,2025-09-24,Wednesday,18:45,Low,82.33
Student 827,2025-06-22,Sunday,17:15,Low,95.37
Student 828,2025-05-05,Monday,16:00,Low,99.9
Student 829,2025-02-18,Tuesday,15:00,Low,96.56
Student 830,2025-09-22,Monday,9:00,Low,91.66
Student 831,2025-04-12,Saturday,15:45,Low,71.81
Student 832,2025-03-06,Thursday,12:30,Medium,66.87
Student 833,2025-09-28,Sunday,14:45,Low,74.14
Student 834,2025-05-10,Saturday,8:30,Low,82.59
Student 835,2025-04-13,Sunday,8:00,High,28.62
Student 836,2025-12-04,Thursday,15:00,Low,78.56
Student 837,2025-03-10,Monday,11:15,Medium,59.89
Student 838,2025-09-06,Saturday,15:00,Low,90.87
Student 839,2025-04-19,Saturday,13:15,Low,98.44
Student 840,2025-07-22,Tuesday,18:00,Low,94.26
Student 841,2025-07-18,Friday,15:30,Low,84.78
Student 842,2025-10-16,Thursday,10:30,Medium,68.03
Student 843,2025-03-03,Monday,12:45,Medium,48.27
Student 844,2025-02-07,Friday,8:15,Low,91.82
Student 845,2025-10-28,Tuesday,16:15,Low,84.97
Student 846,2025-01-21,Tuesday,17:45,Low,94.13
Student 847,2025-12-01,Monday,11:00,High,24.61
Student 848,2025-07-17,Thursday,16:00,Low,88.63
Student 849,2025-02-26,Wednesday,10:30,Low,86.98
Student 850,2025-09-12,Friday,14:15,Low,82.12
Student 851,2025-09-25,Thursday,9:00,Low,86.17
Student 852,2025-12-19,Friday,12:45,Low,78.33
Student 853,2025-04-21,Monday,14:15,Low,80.19
Student 854,2025-09-10,Wednesday,10:45,High,38.75
Student 855,2025-08-17,Sunday,15:30,Low,91.25
Student 856,2025-11-24,Monday,9:45,High,26.77
Student 857,2025-12-13,Saturday,8:15,Low,72.98
Student 858,2025-02-09,Sunday,8:30,High,34.3
Student 859,2025-06-15,Sunday,10:45,High,16.62
Student 860,2025-05-19,Monday,18:45,Low,78.16
Student 861,2025-12-28,Sunday,12:45,Low,81.43
Student 862,2025-06-20,Friday,15:15,Low,79.5
Student 863,2025-02-04,Tuesday,14:00,Low,70.6
Student 864,2025-07-10,Thursday,16:15,Low,93.57
Student 865,2025-07-05,Saturday,8:15,Low,81.46
Student 866,2025-08-23,Saturday,14:45,Low,70.91
Student 867,2025-11-10,Monday,14:00,Low,75.18
Student 868,2025-05-07,Wednesday,8:30,Low,78.62
Student 869,2025-07-21,Monday,18:45,Low,72.42
Student 870,2025-09-10,Wednesday,14:00,Low,85.47
Student 871,2025-05-21,Wednesday,17:45,Low,87.62
Student 872,2025-07-08,Tuesday,12:45,Low,86.0
Student 873,2025-02-13,Thursday,17:45,Low,78.62
Student 874,2025-10-19,Sunday,16:00,Low,96.48
Student 875,2025-01-31,Friday,16:30,Low,76.45
Student 876,2025-01-31,Friday,13:15,Low,79.3
Student 877,2025-11-01,Saturday,16:30,Low,92.21
Student 878,2025-03-26,Wednesday,8:45,Medium,47.63
Student 879,2025-02-03,Monday,9:30,High,38.02
Student 880,2025-11-27,Thursday,15:00,Low,93.3
Student 881,2025-05-13,Tuesday,11:15,Low,99.12
Student 882,2025-12-22,Monday,14:30,Low,74.06
Student 883,2025-05-22,Thursday,11:00,Medium,44.6
Student 884,2025-02-11,Tuesday,14:00,Low,78.82
Student 885,2025-11-15,Saturday,17:30,Low,82.84
Student 886,2025-06-19,Thursday,10:30,Low,86.45
Student 887,2025-08-12,Tuesday,12:30,Low,77.16
Student 888,2025-08-17,Sunday,13:30,Low,90.08
Student 889,2025-06-03,Tuesday,9:45,High,13.54
Student 890,2025-09-29,Monday,14:30,Low,73.01
Student 891,2025-03-19,Wednesday,10:45,Medium,68.07
Student 892,2025-09-07,Sunday,9:45,High,38.17
Student 893,2025-11-09,Sunday,12:30,High,21.07
Student 894,2025-11-13,Thursday,18:45,Low,91.31
Student 895,2025-12-16,Tuesday,13:45,Low,88.52
Student 896,2025-02-22,Saturday,12:15,Low,97.81
Student 897,2025-10-14,Tuesday,13:45,Medium,48.69
Student 898,2025-03-19,Wednesday,8:15,Medium,63.43
Student 899,2025-07-08,Tuesday,18:00,Low,75.67
Student 900,2025-01-12,Sunday,8:30,Low,83.5
Student 901,2025-07-27,Sunday,14:15,Low,90.53
Student 902,2025-01-20,Monday,18:45,Low,88.23
Student 903,2025-08-28,Thursday,14:15,Low,95.07
Student 904,2025-12-13,Saturday,16:30,Low,94.88
Student 905,2025-06-10,Tuesday,11:45,High,31.91
Student 906,2025-05-13,Tuesday,11:00,Low,94.07
Student 907,2025-09-05,Friday,10:30,Low,98.56
Student 908,2025-01-04,Saturday,14:45,Low,89.2
Student 909,2025-06-28,Saturday,16:00,Low,79.88
Student 910,2025-06-13,Friday,18:45,Low,77.65
Student 911,2025-02-22,Saturday,16:00,Low,72.98
Student 912,2025-12-31,Wednesday,10:45,Low,78.11
Student 913,2025-07-01,Tuesday,12:45,Low,75.13
Student 914,2025-07-04,Friday,14:45,Low,76.81
Student 915,2025-11-11,Tuesday,9:15,High,34.06
Student 916,2025-10-10,Friday,17:30,Low,70.06
Student 917,2025-06-10,Tuesday,16:00,Low,94.64
Student 918,2025-10-16,Thursday,18:45,Low,83.16
Student 919,2025-07-29,Tuesday,16:15,Low,74.51
Student 920,2025-03-29,Saturday,18:00,Low,75.29
Student 921,2025-01-31,Friday,13:00,Low,75.42
Student 922,2025-05-11,Sunday,13:30,Low,91.29
Student 923,2025-04-30,Wednesday,16:30,Low,82.62
Student 924,2025-11-21,Friday,15:45,Low,74.99
Student 925,2025-03-17,Monday,9:15,Medium,58.93
Student 926,2025-12-10,Wednesday,13:00,Low,97.88
Student 927,2025-06-05,Thursday,10:30,Low,71.56
Student 928,2025-05-17,Saturday,14:30,Low,83.75
Student 929,2025-05-06,Tuesday,15:15,Low,85.07
Student 930,2025-04-11,Friday,18:00,Low,97.22
Student 931,2025-07-12,Saturday,9:15,Low,74.32
Student 932,2025-11-06,Thursday,11:30,Medium,40.24
Student 933,2025-03-17,Monday,9:15,Medium,46.48
Student 934,2025-02-16,Sunday,14:30,Low,84.52
Student 935,2025-04-10,Thursday,15:15,Low,91.98
Student 936,2025-07-13,Sunday,12:15,Low,90.93
Student 937,2025-08-20,Wednesday,14:30,Low,90.24
Student 938,2025-04-27,Sunday,13:30,Low,77.48
Student 939,2025-02-27,Thursday,11:30,Medium,42.53
Student 940,2025-05-23,Friday,18:15,Low,96.59
Student 941,2025-12-14,Sunday,18:15,Low,83.12
Student 942,2025-10-10,Friday,10:15,Low,88.5
Student 943,2025-09-13,Saturday,16:00,Low,74.93
Student 944,2025-07-08,Tuesday,8:30,Low,79.08
Student 945,2025-02-03,Monday,12:45,High,28.76
Student 946,2025-06-29,Sunday,12:45,Medium,68.82
Student 947,2025-01-08,Wednesday,9:30,Low,93.93
Student 948,2025-12-25,Thursday,16:15,Low,79.7
Student 949,2025-02-28,Friday,15:30,Low,76.16
Student 950,2025-06-11,Wednesday,15:15,Low,84.96
Student 951,2025-02-11,Tuesday,14:30,Low,70.74
Student 952,2025-03-18,Tuesday,11:15,Medium,67.94
Student 953,2025-08-02,Saturday,13:00,Low,93.57
Student 954,2025-06-01,Sunday,13:00,Low,89.95
Student 955,2025-08-22,Friday,16:00,Low,85.85
